Format,Title,Artist,Release Year,Genre(s),Country,RIYL,Location (Shelf),Album Cover URL,Fill In?
Record,Born To Deny,Dying For It,2018,"Rock, Hardcore",USA,"Scowl, Drain, Trapped Under Ice",J3,https://www.discogs.com/master/1368938-Dying-For-It-Born-To-Deny/image/SW1hZ2U6MzQ4MDU2Njg=,
Record,Zdenka 2080,Salami Rose Joe Louis,2019,"Indie Pop, Electronic",USA,"Flying Lotus, Thundercat",J3,https://www.discogs.com/master/1604578-Salami-Rose-Joe-Louis-Zdenka-2080/image/SW1hZ2U6NDE4MzI2MTk=,
Record,Perfume Genius x WRecords,Perfume Genius,2018,"Pop, Ballad",USA,"Sufjan Stevens, St. Vincent, HAIM",J3,https://www.discogs.com/release/13741461-Perfume-Genius-W-Records-x-Perfume-Genius/image/SW1hZ2U6NDA1NjQ0MDM=,
Record,Invalid Sisters,Invalid Sisters,2021,Industrial,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/0f/62/7b/0f627b8a-500f-cf8a-9bd5-d2da9631dedf/artwork.jpg/600x600bb.jpg,Been Filled
Record,Highway,Free,1970,"Blues Rock, Hard Rock, Ballad",UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/71/70/a2/7170a2a2-4a9c-c94b-f0a7-c44bd32910c2/00602537459070.rgb.jpg/600x600bb.jpg,Been Filled
,,,,,,,,,
Record,Christmas Eve With Johnny Mathis,Johnny Mathis,1986,"Holiday, Vocal, Pop",USA,Michale Buble,B5,https://www.discogs.com/master/645365-Johnny-Mathis-Christmas-Eve-With-Johnny-Mathis/image/SW1hZ2U6MTA4OTc4MzQ=,
Record,Picture This,Gary Burton Quartet,1982,Contemporary Jazz,USA,Pat Methany,B5,https://www.discogs.com/master/293524-Gary-Burton-Quartet-Picture-This/image/SW1hZ2U6MjQwNDI3NQ==,
Record,Jonathan Butler,Jonathan Butler,1987,"Smooth Jazz, Jazz Funk",USA,"Luthor Vandross, Quincy Jones",B5,https://www.discogs.com/master/205268-Jonathan-Butler-Jonathan-Butler/image/SW1hZ2U6ODYzNDM1Mg==,
Record,Sky Street,Kenny Burell,1976,"Jazz, Modal, Hard Bop",USA,"Herbie Hancock, Weather Report, Steely Dan",B5,,
,,,,,,,,,
Record,Free,Free,1969,"Classic Rock, Blues Rock",UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/aa/95/d7/aa95d731-d5e2-63b6-9b57-1ba985fd0a29/195079067037.jpg/600x600bb.jpg,Been Filled
Record,Monkey Island,Geils,1977,Blues Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/32/30/e9/mzi.yowcppnt.jpg/600x600bb.jpg,Been Filled
Record,Tons of Sobs,Free,1969,"Blues Rock, Electric Blues, Classic Rock",UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/e6/98/f3/e698f309-65dd-1e3b-6fd1-de168a3135e1/00602547053862.rgb.jpg/600x600bb.jpg,Been Filled
Record,Same,Fourwaycross,,,,,J3,,Been Filled
Sleeve (No Record),Spencer Davis,Crossfire,1984,Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/6b/52/eb/6b52eba8-f8dd-ad4b-1da3-be395cfd3cd4/5da17dbb-ab40-40ed-a89f-14f8e3beaf1c.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Threshold,Hula,1987,"Leftfield, Dub, Industrial",UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/0f/8d/a8/0f8da86c-6874-7fbf-66c8-affc1f4f2881/5037300019031.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Tops,Otis Rush,1988,Modern Electric Blues,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/y2003/m11/d26/h19/s05.zzrpkbrt.jpg/600x600bb.jpg,Been Filled
Record,Memphis Sessions,Rick Nelson,1986,"Rock, Pop",US,,J3,https://i.discogs.com/CcMiKEY7ZQelHVprnzstEXVqhCHRiH-QKK3Bmv--TqE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzMTM4/NDUtMTMyNTMyOTM0/NS5qcGVn.jpeg,Been Filled
Sleeve (No Record),"Mary, Sherrie & Susaye",The Supremes,1976,,,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/b3/83/08/b38308cf-66be-f6fe-40f0-fae86b7d2d06/00602537524907.rgb.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Neville Brothers,Fiyo on the Bayou,1981,Bayou Funk,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/95/7f/6d/957f6dec-11ba-c2ab-791e-92b527c6c747/00602547606921.rgb.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Obed Ngobeni,My Wife Bought A Taxi,1987,"Afrobeat, African",US,,J3,https://i.discogs.com/oMqyiCEvlvklW-nKSQptBwBN-OKylLTWBPUjp2IBDAc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3ODY3/MTMtMTQ2ODgzNjEy/MS03Nzk2LmpwZWc.jpeg,Been Filled
Sleeve (No Record),Mountain,Nantucket & Sleighride,1973,"Classic Rock, Hard Rock, Blues Rock",UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/e3/7d/f5/mzi.owekydpw.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Rock and Roll Queen,Mott the Hoople,1969,"Hard Rock, Glam",UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/51/77/8b/mzi.tgncsiew.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Newton Juice,Well Kept Secret,1978,"Pop, Folk, World, & Country",US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/10/8b/be/108bbe78-300c-73c0-58fa-79107ba6dba0/00602547885500.rgb.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Live at Tipitina's,Neville Borthers,1998,,,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/80/eb/e4/mzi.qtimtzbp.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Engine,American Music Club,1987,Alternative Rock,US,,J3,https://i.discogs.com/c0n1PRAs4--_hQ3SGDqMNWWxNLi6MUso3cDY3J06-EI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2OTM0/MzItMTUwMjgzMjIx/Ni05NDk1LmpwZWc.jpeg,Been Filled
Sleeve (No Record),My Babe,Roy Buchanan,1980,"Blues Rock, Modern Electric Blues",US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/5c/98/bb/5c98bb29-9b34-f9a3-2172-2efc7712adbd/885890743455.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),The Lost Vegas,Life Before the Collapse,2011,Psychedelic Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/be/a9/cd/bea9cdc8-969a-6b3c-f755-4846005c1e4a/859711591983_cover.tif/600x600bb.jpg,Been Filled
Sleeve (No Record),Last Night in Sodom,Soft Cell,1984,"New Wave, Synth-pop",UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/75/28/67/752867a4-2198-04a0-30b3-7f819cc68ef7/00042281843624.rgb.jpg/600x600bb.jpg,Been Filled
Record,Adrenaline Mother,Brain Drops,,,,,J3,,Been Filled
Record,Get Thee Gone,The Geraloine Fibbers,,,,,J3,,Been Filled
Record,In the Land of Salvation and Sin,The Georgia Satellites,1989,Southern Rock,Europe,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m04/d19/h18/s06.qlbzusod.jpg/600x600bb.jpg,Been Filled
Record,Gentle Giant,The Missing Piece,1977,Prog Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/6e/d4/00/6ed40021-7fea-9c13-5c9c-f648b1125322/804471001555_Cover.jpg/600x600bb.jpg,Been Filled
Record,General Public,General Public,1984,Rock,UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/03/37/5f/03375fec-fd80-50c2-ab75-29cda92eab97/0826663135039.jpg/600x600bb.jpg,Been Filled
Record,J. Geils Band,The Morning After,1971,Blues Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/aa/86/98/aa8698c1-12c9-e553-5b0b-a6ab00dab30e/dj.ubmnzlel.jpg/600x600bb.jpg,Been Filled
Record,J. Geils Band,The J. Geils Band,1970,"Blues Rock, Rhythm & Blues",US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/be/29/72/mzi.gjiulqfw.jpg/600x600bb.jpg,Been Filled
Record,J. Geils Band,Full House,1972,"Blues Rock, Rock & Roll",US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/be/29/72/mzi.gjiulqfw.jpg/600x600bb.jpg,Been Filled
Record,J. Geils Band,Love Stinks,1980,Pop Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/95/74/d6/9574d668-89c3-488d-ee17-441ef6eca54f/00077779270354.jpg/600x600bb.jpg,Been Filled
Sleeve (No Record),Cold Heart,The Jasmine Minks,1986,Indie Rock,UK,,J3,https://lastfm.freetls.fastly.net/i/u/300x300/d92de09166cd032eaa5c64c98ecf2f2f.jpg,Been Filled
Record,Dave Mason,Dave Mason,1974,Folk Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/29/0e/58/mzi.knuhauzj.jpg/600x600bb.jpg,Been Filled
Record,Candleland,Ian McCulloch,1989,Alternative Rock,UK & Europe,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/ee/84/e6/ee84e66a-0323-2af8-0428-8cecc57131da/190295549459.jpg/600x600bb.jpg,Been Filled
Record,McGuinn-HIllman,Chris Hillman & Roger McGuinn,1979,"Folk Rock, Country Rock, Pop Rock",Netherlands,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/40/31/b2/4031b2ef-0590-0497-2187-2dc4c9d26cb4/19UMGIM69395.rgb.jpg/600x600bb.jpg,Been Filled
Record,Great Grape,Moby Grape,1971,Psychedelic Rock,US,,J3,https://lastfm.freetls.fastly.net/i/u/300x300/038828ba243b4645c62cd7e3135f3d02.png,Been Filled
Record,Other Side of Life,The Moody Blues,1986,"Prog Rock, Pop Rock",US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/df/33/d6/df33d6e2-1b9f-2ade-ceb8-c911368ac048/00042282917928.rgb.jpg/600x600bb.jpg,Been Filled
Record,20 Granite Creek,Moby Grape,1971,Rock & Roll,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/eb/4c/11/eb4c116a-8ae9-b674-66bd-0a74f5bc2cea/4015306162426_cover.jpg/600x600bb.jpg,Been Filled
Record,Sloppy Seconds,Dr. Hook,1972,"Rock & Roll, Classic Rock",US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/2a/45/33/mzi.ppfpwhdf.jpg/600x600bb.jpg,Been Filled
Record,The Medicine Show,Dr. Hook,1976,"Pop Rock, Country Rock",Canada,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/8c/a1/ea/8ca1ea78-cccf-6423-631e-23b880cb33f2/13UABIM57230.rgb.jpg/600x600bb.jpg,Been Filled
Record,Belly Up,Dr. Hook,2008,"Classic Rock, Stoner Rock",UK,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music/3d/9d/29/mzi.koedcsga.jpg/600x600bb.jpg,Been Filled
Record,Any Road Up,Steve Gibbons Band,1976,Southern Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/6c/cb/40/6ccb406a-aad6-0311-957a-3d06f261a7ba/190296768477.jpg/600x600bb.jpg,Been Filled
Record,Long Stem Rant,Giant Sand,1989,"Alternative Rock, Country Rock",UK,,J3,https://lastfm.freetls.fastly.net/i/u/300x300/12e85a27c5b4c50198f38eb2fa307561.jpg,Been Filled
Record,Free Live!,Free,1971,Classic Rock,US,,J3,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ed/8f/ec/ed8fecdf-f595-6c8c-4824-f1728a1fd6d6/00731458622826.rgb.jpg/600x600bb.jpg,Been Filled
Record,Vive le Rock,Adam Ant,1985,"New Wave, Pop Rock",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/64/0b/da/640bda3c-ed61-ca3f-5e38-b491c21841e0/5099751963820.jpg/600x600bb.jpg,Been Filled
Record,What jail Is Like,Afghan Whigs,1994,"Alternative Rock, Soul",UK,,J4,https://i.discogs.com/H4iRuBgLf9KWqQnvMHq4WfGdy-dmmYaoBVdmuIvmGM8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMTkx/MjAtMTcyNjQ5ODQ1/NC04ODYyLmpwZWc.jpeg,Been Filled
Record,Waking up in the Sun,Adult Net,1986,Indie Rock,UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/7f/63/2c/7f632c08-3960-de3d-d34c-ee8140038b69/13UADIM60773.rgb.jpg/600x600bb.jpg,Been Filled
Record,Take Me,Adult Net,1989,Alternative Rock,UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/60/f8/a6/60f8a6bc-e875-238d-f2f8-f34a6034e6d2/14UMGIM07615.rgb.jpg/600x600bb.jpg,Been Filled
Record,...Adolt Cartoon,Lamposts,2013,Punk,US,,J4,https://i.discogs.com/AuvmY83jC3EB6AH9ECHTUV9hFbGYJwwDPxZJAGQTjLw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU2MTg3/OTEtMTM5ODEzMjE3/NC0zMTMwLmpwZWc.jpeg,Been Filled
Record,Prince Charming,Adam Ant,1981,"New Wave, Pop Rock",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/58/76/fd/5876fda3-ccd5-577d-c539-9dbfff9d12f7/PARK1425.jpg/600x600bb.jpg,Been Filled
Record,Kings of the Wild Frontier,Adam Ant,1980,"New Wave, Post-Punk",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f8/65/00/f86500a1-1818-4d8e-519e-890409c31f24/886445292176.jpg/600x600bb.jpg,Been Filled
Record,Donut Comes Alive,Alice Donut,1988,Alternative Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/84/a4/59/mzi.bpxymrmc.jpg/600x600bb.jpg,Been Filled
Record,Sixty-Eight Guns,The Alarm,1983,Alternative Rock,UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/8b/05/a2/8b05a200-f90e-4409-8cdc-55767b2c62f1/196922664106_Cover.jpg/600x600bb.jpg,Been Filled
Record,"Music from the Motion Picture ""Alamo Bay""",Ry Cooder,1985,"Blues Rock, Country Rock, Soundtrack",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/26/59/9f/mzi.yktvoxzb.jpg/600x600bb.jpg,Been Filled
Record,Open Seasons,Agitpop,1988,"Alternative Rock, Power Pop",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/58/33/72/58337236-6014-9f33-8b27-80f3fdbc531b/100238.jpg/600x600bb.jpg,Been Filled
Record,Outside Looking In,BoDeans,1987,Pop Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/a0/e4/0f/mzi.dycovuqd.jpg/600x600bb.jpg,Been Filled
Record,Home,BoDeans,1989,Pop Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/9b/ec/66/mzi.nazqgprl.jpg/600x600bb.jpg,Been Filled
Record,Tale of 2 Legs,Bob's Your Uncle,1990,"New Wave, Indie Rock",US,,J4,https://lastfm.freetls.fastly.net/i/u/300x300/874802925c79e880f80957747d46d145.jpg,Been Filled
Record,Reflecting,Chad Michael Trio,1964,,,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/a3/6a/7a/a36a7a5a-7a7f-8399-e928-3ecc8e1ed496/19UMGIM47090.rgb.jpg/600x600bb.jpg,Been Filled
Record,Carpenters,Passage,1977,"Pop Rock, Vocal, Easy Listening",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/53/0e/33/530e3392-a850-2397-6426-5fcd2f4644ce/00602567822349.rgb.jpg/600x600bb.jpg,Been Filled
Record,Marc,Martc Bolan,,,,,J4,,Been Filled
Record,Slip Side,BoDeans,,,,,J4,,Been Filled
Record,Heard it All,The Bodines,1986,"Indie Rock, Indie Pop",UK,,J4,https://lastfm.freetls.fastly.net/i/u/300x300/e97f5143aa854849b959ee356a8080b7.jpg,Been Filled
Record,Meaning Of,Mark O'Conner,2005,,,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/1a/6c/0f/1a6c0f8b-0156-3428-93af-fae481fac7d9/dj.jmgcmbga.jpg/600x600bb.jpg,Been Filled
Record,Cloud Factory,O Positive,1987,Alternative Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/4e/6b/6b/4e6b6bb3-ac80-f4df-dab2-e3f5bc0c37e5/194171511639.jpg/600x600bb.jpg,Been Filled
Record,Gary Numan,Radio Heart,1987,Synth-pop,UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/ab/fe/17/mzi.jylxmmnt.jpg/600x600bb.jpg,Been Filled
Record,Feast of the Sunfish,Agitpop,,,,,J4,https://lastfm.freetls.fastly.net/i/u/300x300/486d7aa486774fca88d135c454521240.jpg,Been Filled
Record,Back at the Planet of Jars,Agitpop,,,,,J4,,Been Filled
Record,Age of Chance,One Thousand Years of Trouble,1987,"Industrial, Synth-pop, Breakbeat",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/77/da/1d/77da1d24-370e-7a11-4719-31bd69fe7b95/05099968525958.jpg/600x600bb.jpg,Been Filled
Record,Afterbirth,Medical Waste,,"Rock, Reggae",US,,J4,https://i.discogs.com/4J8Qs0PDiymY9RdNUza9sIWbB1S8f3rXKSB1ziR85Ho/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1NzMx/MDAtMTQ3MzMwNTA5/My01NjE4LmpwZWc.jpeg,Been Filled
Record,Ric Ocasek,This Side of Paradise,1986,"New Wave, Pop Rock, Synth-pop",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b4/72/e3/b472e397-2513-faa2-afcf-539f01a492d0/00720642409824.rgb.jpg/600x600bb.jpg,Been Filled
Record,Bulkhead,Gas Giants,1994,Alternative Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/b8/a6/42/b8a64240-ff74-dc95-7209-986f54d74f55/0738641007422.jpg/600x600bb.jpg,Been Filled
Record,M Faithful,A Child's Adventure,2006,"Disco, Indie Rock, RnB/Swing, Hip Hop, House, Eurodance",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/a8/f3/9a/a8f39a03-5026-bbc1-2e14-b9916d15c239/06UMGIM04198.rgb.jpg/600x600bb.jpg,Been Filled
Record,Big Drill Car,Batch,1991,"Power Pop, Punk",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/17/79/5c/17795c7d-c450-187f-46cf-c1dcf6cb7e1c/mzi.dlwfsdct.tif/600x600bb.jpg,Been Filled
Record,Big Dipper,All Going Out Together,1987,Alternative Rock,US,,J4,https://i.discogs.com/jOr9IkKMcVcXfihjm_Dgh6DVrwHAaAbnmJSChtdYtX8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMTQx/MDgtMTI3MzA5MTkx/MC5qcGVn.jpeg,Been Filled
Record,Big Dipper,Slam,1990,"Alternative Rock, Indie Rock",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/72/b8/aa/mzi.fovuqfge.jpg/600x600bb.jpg,Been Filled
Record,Big Country,Steeltown,1984,"Alternative Rock, Pop Rock, New Wave",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/94/99/f8/9499f82c-d564-ac50-9cd3-d67ffd50352c/00600753506608.rgb.jpg/600x600bb.jpg,Been Filled
Record,The BIg Ball,Big Ball,2008,"Folk Rock, Acoustic, Alternative Rock",Europe,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/4b/fe/9b/4bfe9bdf-c4af-2875-36cd-47f7aa91e079/5059460102996.jpg/600x600bb.jpg,Been Filled
Record,Big Audio Dynamite,E=Mc^2,2024,,,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f8/b9/54/f8b9548b-6286-fada-7f88-d23c28d3f5b2/PARK2155.jpg/600x600bb.jpg,Been Filled
Record,Big Audio Dynamite,No. 10 Upping Street,1986,,,,J4,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/38/8b/65/388b653c-b889-9a02-e477-eb691227fd68/dj.igwudeyd.jpg/600x600bb.jpg,Been Filled
Record,Big Audio Dynamite,Megatop Phoenix,1989,"Leftfield, Breaks",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/9e/6e/f2/mzi.kfbregyn.jpg/600x600bb.jpg,Been Filled
Record,Big Audio Dynamite,This Is...,1986,,,,J4,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/2a/46/6f/2a466faf-f01a-49ae-51ba-87b9d279ca5f/dj.gsfpkhkw.jpg/600x600bb.jpg,Been Filled
Record,John Palumbo,Innocent Bystander,1978,Avantgarde,US,,J4,https://i.discogs.com/pwNdupx8HMOMnVv3h4L4C2UVUynhsb6lLBnItwy10Fw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2MjI5/NTgtMTM3NjI0NDc0/NC00MzUwLmpwZWc.jpeg,Been Filled
Record,Catscratch Fever,Ted Nugent,2012,,,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/4a/7a/50/4a7a50a3-8788-4988-2499-95a49c8af773/889466475467.jpg/600x600bb.jpg,Been Filled
Record,Pure Prairie League,Firin' Up,1980,Country Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/2b/be/9a/2bbe9ab0-c0ef-ee98-1ecd-a9fdcfa75bfc/00731451468629.rgb.jpg/600x600bb.jpg,Been Filled
Record,Pure Prairie League,Can't Hold Back,1979,"Country Rock, Southern Rock",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music2/v4/17/97/7e/17977ea9-790c-5286-d6c0-c06fe4d89964/886445557657.jpg/600x600bb.jpg,Been Filled
Record,Pure Prairie League,Pure Prairie League,1972,Country Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/ed/6b/d7/ed6bd764-4b34-daca-a653-c4ae6ca3dc07/dj.emogsjgy.jpg/600x600bb.jpg,Been Filled
Record,Psychotic Tumbuckles,Pharoahs of the Far Out,,,,,J4,,Been Filled
Record,Prong,Force Fed,1988,"Hardcore, Thrash",Europe,,J4,https://i.discogs.com/7v_7qODZW2FWw2Bl230foplJ-8eZLGbapXoDNTCPSc4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2ODg1/NS0xMzkxMDQ1Nzk1/LTIxMzMuanBlZw.jpeg,Been Filled
Record,Procol Harum,Something Magic,1977,"Prog Rock, Classic Rock",Germany,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/de/24/a1/de24a109-83ce-bb25-357a-6ee83026a08e/190295217600.jpg/600x600bb.jpg,Been Filled
Record,Procol Harum,A Salty Dog,1983,"Psychedelic Rock, Prog Rock",German Democratic Republic (GDR),,J4,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/8a/3b/35/8a3b3515-ef16-e481-2988-1c0106d6dd59/06UMGIM00643.rgb.jpg/600x600bb.jpg,Been Filled
Record,The Orson Family,"Bugles, Guitars, Aphetamines",,,,,J4,,Been Filled
Record,Orange Juice,Texas Fever,1984,"Indie Rock, Post-Punk",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/ab/17/89/ab1789d1-d735-093d-84f0-06177bab0d08/5054526137509_1.jpg/600x600bb.jpg,Been Filled
Record,One Pound Ninety-Nine (A Music Sampler of the State of Things),Various Artists,,,,,J4,https://lastfm.freetls.fastly.net/i/u/300x300/ab2bdc7e5f6048f297c9dc43f9806c7f.jpg,Been Filled
Record,Surfin'  Hits,Various Artists,2013,"Beat, Garage Rock, Pop Rock, Rock & Roll, Surf",Australia,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/81/07/44/810744c9-d87c-a92f-830d-77073b601904/19UMGIM38986.rgb.jpg/600x600bb.jpg,Been Filled
Record,Omaha Sheriff,Come Hell or Waters High,1977,Rock,UK,,J4,https://i.discogs.com/PnfX2THD5zzQJ2h9eVWkkJEVMPQ-vIsy288nkv_5L4Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMDgw/MTktMTYwNzYxMDc2/OS02NDcyLmpwZWc.jpeg,Been Filled
Record,Will Oldham,Joya,1997,"Country Rock, Lo-Fi, Indie Rock",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/c5/22/12/c52212ac-d728-6842-7f37-f4d02240b939/781484072621.png/600x600bb.jpg,Been Filled
Record,Adam Ant,Dirk Wears White Sox,1979,"New Wave, Post-Punk",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/44/a1/fe/44a1fe5b-bd1a-42ef-9024-e090a38ba948/5099751708124.jpg/600x600bb.jpg,Been Filled
Record,A.C Temple,Blowtorch,1988,"Noise, Punk, Indie Rock",UK,,J4,https://i.discogs.com/1z7GEHUlWRbzRrpvjWrnJkt2NoVA0qQ6Olc3NeJ-cOw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg3NTQ1/OC0xMjEzMzk2NzU1/LmpwZWc.jpeg,Been Filled
Record,10 Years After,Undead,1969,Blues Rock,UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/d2/b6/08d2b6fc-ad9e-c643-32c0-c51e0d5978d0/00042282053329.rgb.jpg/600x600bb.jpg,Been Filled
Record,A.C Marias,Time Was,1988,"Art Rock, Ethereal",UK,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/bf/86/ba/mzi.rpgkclds.jpg/600x600bb.jpg,Been Filled
Record,David Ackles,Subway to the Country,1969,"Rock, Folk, World, & Country",US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music18/v4/5d/f3/0e/5df30e94-3614-46b3-059f-488b96e16b69/mzm.kuydcjoz.jpg/600x600bb.jpg,Been Filled
Record,BoDeans,Love & Hope & Sex & Dreams,1986,Pop Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music/db/94/b7/mzi.nbtrrqqg.jpg/600x600bb.jpg,Been Filled
Record,Toucan Do It,Amazing Rhythm Aces,1977,Country Rock,US,,J4,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/1b/01/3d/1b013db5-8f40-09dd-e6d0-20593c106b18/886444778961.jpg/600x600bb.jpg,Been Filled
